image_url,name,publisher,description,category,tags,price,review_score,review_count,stock_quantity,date_added
https://example.com/images/ultra_backpack_708.jpg,Ultra Backpack 708,SilverLine Electronics,"The Ultra Backpack 708 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,limitededition lightweight durable compact bestseller,421.96,1.3,4520,743,2016-01-20
https://example.com/images/premium_running_shoes_678.jpg,Premium Running Shoes 678,BlueRiver Outfitters,"The Premium Running Shoes 678 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,premium limitededition versatile essential wireless,324.1,3.88,2703,1115,2019-11-05
https://example.com/images/smart_bluetooth_speaker_211.jpg,Smart Bluetooth Speaker 211,UrbanNest,"The Smart Bluetooth Speaker 211 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,newarrival portable wireless waterproof rechargeable,312.23,3.14,6799,1150,2018-05-13
https://example.com/images/wireless_electric_kettle_248.jpg,Wireless Electric Kettle 248,BlueRiver Outfitters,"The Wireless Electric Kettle 248 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,newarrival wireless giftable essential premium,158.17,3.78,2812,1936,2025-05-15
https://example.com/images/smart_external_hard_drive_445.jpg,Smart External Hard Drive 445,SilverLine Electronics,"The Smart External Hard Drive 445 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,lightweight rechargeable essential durable giftable,318.56,1.5,7168,1118,2024-05-13
https://example.com/images/eco_4k_monitor_887.jpg,Eco 4K Monitor 887,BlueRiver Outfitters,"The Eco 4K Monitor 887 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,wireless waterproof ergonomic versatile giftable,129.36,2.24,4925,1443,2019-05-05
https://example.com/images/smart_noise_cancelling_headphones_288.jpg,Smart Noise Cancelling Headphones 288,Maple Street Press,"The Smart Noise Cancelling Headphones 288 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,lightweight bestseller versatile limitededition modern,61.11,4.42,5025,1705,2025-12-25
https://example.com/images/professional_cookware_set_151.jpg,Professional Cookware Set 151,BrightLeaf Publishing,"The Professional Cookware Set 151 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,compact newarrival modern rechargeable ergonomic,107.1,4.75,8720,969,2021-04-28
https://example.com/images/premium_cookware_set_197.jpg,Premium Cookware Set 197,BlueRiver Outfitters,"The Premium Cookware Set 197 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,modern compact bestseller lightweight limitededition,313.15,3.9,5248,1272,2017-11-30
https://example.com/images/professional_running_shoes_324.jpg,Professional Running Shoes 324,NorthPeak,"The Professional Running Shoes 324 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,essential portable waterproof premium lightweight,131.02,1.89,4862,1091,2018-11-05
https://example.com/images/compact_cookbook_349.jpg,Compact Cookbook 349,Summit Gear Co.,"The Compact Cookbook 349 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,compact rechargeable ergonomic durable premium,478.64,1.35,4381,1002,2023-11-16
https://example.com/images/ultra_bluetooth_speaker_495.jpg,Ultra Bluetooth Speaker 495,Horizon Tech,"The Ultra Bluetooth Speaker 495 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,durable giftable essential compact modern,791.96,3.63,5849,582,2020-02-14
https://example.com/images/eco_fitness_tracker_968.jpg,Eco Fitness Tracker 968,Maple Street Press,"The Eco Fitness Tracker 968 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,wireless giftable ergonomic bestseller premium,580.21,3.77,2309,1020,2017-09-12
https://example.com/images/compact_yoga_mat_777.jpg,Compact Yoga Mat 777,Summit Gear Co.,"The Compact Yoga Mat 777 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,newarrival compact lightweight premium versatile,238.4,2.0,1843,734,2016-10-09
https://example.com/images/professional_cookware_set_103.jpg,Professional Cookware Set 103,NorthPeak,"The Professional Cookware Set 103 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,premium newarrival rechargeable waterproof essential,35.19,4.19,4280,88,2021-12-20
https://example.com/images/smart_science_fiction_novel_980.jpg,Smart Science Fiction Novel 980,Horizon Tech,"The Smart Science Fiction Novel 980 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,wireless modern bestseller lightweight essential,351.38,4.9,3358,792,2023-09-04
https://example.com/images/wireless_led_desk_lamp_550.jpg,Wireless LED Desk Lamp 550,BrightLeaf Publishing,"The Wireless LED Desk Lamp 550 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,modern versatile newarrival ergonomic durable,432.49,1.45,3095,1864,2016-01-17
https://example.com/images/classic_bluetooth_speaker_122.jpg,Classic Bluetooth Speaker 122,UrbanNest,"The Classic Bluetooth Speaker 122 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,limitededition durable premium versatile ergonomic,285.79,2.85,5460,1913,2017-03-01
https://example.com/images/eco_office_chair_257.jpg,Eco Office Chair 257,Maple Street Press,"The Eco Office Chair 257 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,essential giftable portable compact modern,659.17,3.73,9259,131,2017-03-08
https://example.com/images/smart_gaming_mouse_280.jpg,Smart Gaming Mouse 280,SilverLine Electronics,"The Smart Gaming Mouse 280 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,portable limitededition versatile waterproof modern,45.58,4.68,3740,533,2021-02-17
https://example.com/images/ultra_science_fiction_novel_201.jpg,Ultra Science Fiction Novel 201,BlueRiver Outfitters,"The Ultra Science Fiction Novel 201 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,limitededition portable newarrival lightweight modern,99.59,2.36,7961,1150,2024-08-15
https://example.com/images/premium_noise_cancelling_headphones_294.jpg,Premium Noise Cancelling Headphones 294,Summit Gear Co.,"The Premium Noise Cancelling Headphones 294 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,essential bestseller wireless premium giftable,550.04,3.21,8121,1547,2023-08-30
https://example.com/images/eco_bluetooth_speaker_829.jpg,Eco Bluetooth Speaker 829,Summit Gear Co.,"The Eco Bluetooth Speaker 829 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,limitededition wireless durable newarrival compact,400.87,3.42,6566,106,2020-09-18
https://example.com/images/portable_fitness_tracker_156.jpg,Portable Fitness Tracker 156,Horizon Tech,"The Portable Fitness Tracker 156 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,modern ergonomic waterproof limitededition compact,537.03,1.22,5565,1282,2022-04-23
https://example.com/images/classic_led_desk_lamp_929.jpg,Classic LED Desk Lamp 929,Horizon Tech,"The Classic LED Desk Lamp 929 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,durable waterproof ergonomic limitededition compact,261.39,3.53,5435,603,2021-09-15
https://example.com/images/eco_cookware_set_669.jpg,Eco Cookware Set 669,Summit Gear Co.,"The Eco Cookware Set 669 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,durable wireless rechargeable portable compact,586.07,1.77,7590,1274,2023-05-19
https://example.com/images/portable_action_camera_320.jpg,Portable Action Camera 320,NorthPeak,"The Portable Action Camera 320 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,premium durable portable giftable rechargeable,317.51,3.17,1269,920,2024-06-08
https://example.com/images/professional_4k_monitor_740.jpg,Professional 4K Monitor 740,BlueRiver Outfitters,"The Professional 4K Monitor 740 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,ergonomic compact versatile limitededition giftable,408.38,2.22,4808,160,2024-09-26
https://example.com/images/wireless_mechanical_keyboard_120.jpg,Wireless Mechanical Keyboard 120,NorthPeak,"The Wireless Mechanical Keyboard 120 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,waterproof ergonomic limitededition essential modern,231.19,4.85,7003,715,2021-07-02
https://example.com/images/classic_external_hard_drive_529.jpg,Classic External Hard Drive 529,Horizon Tech,"The Classic External Hard Drive 529 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,durable ergonomic compact giftable lightweight,501.9,1.33,3079,433,2018-11-24
https://example.com/images/premium_4k_monitor_952.jpg,Premium 4K Monitor 952,BrightLeaf Publishing,"The Premium 4K Monitor 952 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,versatile durable premium rechargeable ergonomic,374.41,3.62,9561,1930,2022-02-10
https://example.com/images/classic_backpack_405.jpg,Classic Backpack 405,SilverLine Electronics,"The Classic Backpack 405 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,rechargeable premium limitededition giftable bestseller,188.84,2.99,5924,1635,2022-07-15
https://example.com/images/smart_cookbook_530.jpg,Smart Cookbook 530,Summit Gear Co.,"The Smart Cookbook 530 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,limitededition modern waterproof bestseller giftable,25.59,2.28,5502,548,2018-01-12
https://example.com/images/classic_science_fiction_novel_186.jpg,Classic Science Fiction Novel 186,Maple Street Press,"The Classic Science Fiction Novel 186 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,bestseller lightweight waterproof rechargeable premium,500.01,3.9,8943,946,2017-03-16
https://example.com/images/advanced_graphic_t-shirt_733.jpg,Advanced Graphic T-Shirt 733,NorthPeak,"The Advanced Graphic T-Shirt 733 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,lightweight modern versatile newarrival bestseller,615.35,1.43,2661,1257,2018-09-27
https://example.com/images/portable_stainless_steel_water_bottle_194.jpg,Portable Stainless Steel Water Bottle 194,BrightLeaf Publishing,"The Portable Stainless Steel Water Bottle 194 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,essential premium rechargeable compact modern,688.27,4.4,1694,1356,2022-12-12
https://example.com/images/wireless_4k_monitor_107.jpg,Wireless 4K Monitor 107,UrbanNest,"The Wireless 4K Monitor 107 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,essential newarrival premium giftable wireless,518.55,1.37,2533,228,2024-11-21
https://example.com/images/wireless_cookware_set_696.jpg,Wireless Cookware Set 696,Summit Gear Co.,"The Wireless Cookware Set 696 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,essential newarrival limitededition giftable versatile,586.24,4.07,2902,663,2019-10-24
https://example.com/images/wireless_mechanical_keyboard_599.jpg,Wireless Mechanical Keyboard 599,SilverLine Electronics,"The Wireless Mechanical Keyboard 599 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,rechargeable wireless lightweight newarrival bestseller,244.87,4.97,5552,580,2023-01-22
https://example.com/images/ultra_stainless_steel_water_bottle_704.jpg,Ultra Stainless Steel Water Bottle 704,UrbanNest,"The Ultra Stainless Steel Water Bottle 704 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,premium modern wireless waterproof rechargeable,407.5,3.64,4541,1382,2024-01-26
https://example.com/images/premium_yoga_mat_129.jpg,Premium Yoga Mat 129,SilverLine Electronics,"The Premium Yoga Mat 129 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,portable ergonomic durable limitededition giftable,489.51,3.52,2245,1823,2021-10-21
https://example.com/images/compact_fitness_tracker_805.jpg,Compact Fitness Tracker 805,BrightLeaf Publishing,"The Compact Fitness Tracker 805 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,modern compact lightweight wireless bestseller,441.14,3.07,6604,1633,2021-04-04
https://example.com/images/smart_external_hard_drive_601.jpg,Smart External Hard Drive 601,SilverLine Electronics,"The Smart External Hard Drive 601 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,limitededition modern portable giftable waterproof,95.04,4.08,1564,166,2017-01-09
https://example.com/images/compact_smartphone_stand_293.jpg,Compact Smartphone Stand 293,NorthPeak,"The Compact Smartphone Stand 293 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,rechargeable giftable waterproof ergonomic essential,528.9,4.14,5161,1852,2023-11-01
https://example.com/images/professional_cookbook_521.jpg,Professional Cookbook 521,UrbanNest,"The Professional Cookbook 521 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,giftable durable versatile newarrival waterproof,406.72,4.36,4718,173,2022-12-26
https://example.com/images/professional_science_fiction_novel_725.jpg,Professional Science Fiction Novel 725,BrightLeaf Publishing,"The Professional Science Fiction Novel 725 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,durable lightweight versatile newarrival giftable,14.67,2.75,8376,1142,2016-04-26
https://example.com/images/ultra_gaming_mouse_437.jpg,Ultra Gaming Mouse 437,BrightLeaf Publishing,"The Ultra Gaming Mouse 437 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,durable portable versatile compact waterproof,324.93,4.79,9615,361,2025-03-24
https://example.com/images/ultra_bluetooth_speaker_292.jpg,Ultra Bluetooth Speaker 292,Summit Gear Co.,"The Ultra Bluetooth Speaker 292 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,versatile premium portable bestseller compact,667.59,2.68,2541,476,2016-10-01
https://example.com/images/professional_backpack_535.jpg,Professional Backpack 535,Summit Gear Co.,"The Professional Backpack 535 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,bestseller modern premium rechargeable compact,549.16,1.62,6320,1421,2024-07-15
https://example.com/images/classic_science_fiction_novel_155.jpg,Classic Science Fiction Novel 155,Summit Gear Co.,"The Classic Science Fiction Novel 155 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,ergonomic versatile wireless modern limitededition,730.92,4.28,6814,447,2023-02-07
https://example.com/images/compact_science_fiction_novel_698.jpg,Compact Science Fiction Novel 698,Maple Street Press,"The Compact Science Fiction Novel 698 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,wireless versatile durable bestseller rechargeable,558.98,1.2,9534,1390,2023-04-21
https://example.com/images/premium_bluetooth_speaker_944.jpg,Premium Bluetooth Speaker 944,UrbanNest,"The Premium Bluetooth Speaker 944 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,compact newarrival lightweight modern bestseller,67.81,3.74,9542,847,2019-01-18
https://example.com/images/professional_4k_monitor_252.jpg,Professional 4K Monitor 252,UrbanNest,"The Professional 4K Monitor 252 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,limitededition giftable essential compact modern,81.83,4.16,9116,1300,2016-04-29
https://example.com/images/ultra_action_camera_275.jpg,Ultra Action Camera 275,Summit Gear Co.,"The Ultra Action Camera 275 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,rechargeable waterproof limitededition versatile wireless,708.18,3.48,7840,1479,2024-04-15
https://example.com/images/ultra_gaming_mouse_926.jpg,Ultra Gaming Mouse 926,NorthPeak,"The Ultra Gaming Mouse 926 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,essential ergonomic bestseller limitededition premium,483.5,3.33,6953,1297,2020-11-14
https://example.com/images/premium_external_hard_drive_495.jpg,Premium External Hard Drive 495,Horizon Tech,"The Premium External Hard Drive 495 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,limitededition versatile durable essential portable,613.45,4.71,6511,1435,2017-07-28
https://example.com/images/portable_bluetooth_speaker_503.jpg,Portable Bluetooth Speaker 503,Horizon Tech,"The Portable Bluetooth Speaker 503 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,giftable compact newarrival essential bestseller,741.45,3.75,8679,1506,2023-02-05
https://example.com/images/smart_science_fiction_novel_313.jpg,Smart Science Fiction Novel 313,BrightLeaf Publishing,"The Smart Science Fiction Novel 313 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,rechargeable ergonomic versatile bestseller waterproof,218.26,3.4,2623,901,2025-03-11
https://example.com/images/eco_noise_cancelling_headphones_420.jpg,Eco Noise Cancelling Headphones 420,Summit Gear Co.,"The Eco Noise Cancelling Headphones 420 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,rechargeable limitededition compact newarrival bestseller,601.18,1.85,1842,1853,2017-05-04
https://example.com/images/smart_gaming_mouse_893.jpg,Smart Gaming Mouse 893,Horizon Tech,"The Smart Gaming Mouse 893 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,giftable modern durable newarrival lightweight,368.9,2.31,3056,261,2017-08-28
https://example.com/images/compact_4k_monitor_767.jpg,Compact 4K Monitor 767,UrbanNest,"The Compact 4K Monitor 767 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,essential rechargeable lightweight newarrival compact,125.97,4.79,4437,1808,2016-03-05
https://example.com/images/ultra_stainless_steel_water_bottle_457.jpg,Ultra Stainless Steel Water Bottle 457,Summit Gear Co.,"The Ultra Stainless Steel Water Bottle 457 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,premium portable lightweight giftable limitededition,752.65,1.66,5957,1340,2022-07-24
https://example.com/images/classic_cookware_set_567.jpg,Classic Cookware Set 567,BrightLeaf Publishing,"The Classic Cookware Set 567 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,durable versatile modern lightweight wireless,489.42,4.45,1649,115,2025-07-10
