image_url,name,publisher,description,category,tags,price,review_score,review_count,stock_quantity,date_added,id
https://example.com/images/professional_led_desk_lamp_491.jpg,Professional LED Desk Lamp 491,Horizon Tech,"The Professional LED Desk Lamp 491 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Bestseller, Waterproof, Versatile, Lightweight, Rechargeable",177.73,3.29,21,404,2025-03-20,22549
https://example.com/images/professional_led_desk_lamp_363.jpg,Professional LED Desk Lamp 363,SilverLine Electronics,"The Professional LED Desk Lamp 363 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Rechargeable, Lightweight, Essential, Giftable, Durable",181.82,3.91,7031,1585,2019-04-30,30747
https://example.com/images/professional_gaming_mouse_219.jpg,Professional Gaming Mouse 219,Maple Street Press,"The Professional Gaming Mouse 219 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Portable, Ergonomic, Versatile, Limited Edition, Premium",226.9,2.02,3321,16,2018-08-23,30748
https://example.com/images/compact_external_hard_drive_394.jpg,Compact External Hard Drive 394,BlueRiver Outfitters,"The Compact External Hard Drive 394 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Giftable, Durable, Bestseller, Essential, Waterproof",189.89,4.97,1715,1911,2025-12-25,16412
https://example.com/images/smart_science_fiction_novel_619.jpg,Smart Science Fiction Novel 619,Summit Gear Co.,"The Smart Science Fiction Novel 619 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Portable, Wireless, Lightweight, Giftable, Limited Edition",777.92,1.22,4852,735,2021-01-24,12317
https://example.com/images/portable_stainless_steel_water_bottle_841.jpg,Portable Stainless Steel Water Bottle 841,Horizon Tech,"The Portable Stainless Steel Water Bottle 841 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Durable, Giftable, Portable, Compact",175.88,1.89,5118,913,2017-01-25,14368
https://example.com/images/professional_stainless_steel_water_bottle_830.jpg,Professional Stainless Steel Water Bottle 830,BlueRiver Outfitters,"The Professional Stainless Steel Water Bottle 830 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Ergonomic, Modern, Waterproof, Essential, Giftable",221.44,1.61,5402,1504,2025-12-28,28706
https://example.com/images/ultra_backpack_708.jpg,Ultra Backpack 708,SilverLine Electronics,"The Ultra Backpack 708 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Lightweight, Durable, Compact, Bestseller",421.96,1.3,4520,743,2016-01-20,2084
https://example.com/images/premium_running_shoes_678.jpg,Premium Running Shoes 678,BlueRiver Outfitters,"The Premium Running Shoes 678 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Premium, Limited Edition, Versatile, Essential, Wireless",324.1,3.88,2703,1115,2019-11-05,20517
https://example.com/images/smart_bluetooth_speaker_211.jpg,Smart Bluetooth Speaker 211,UrbanNest,"The Smart Bluetooth Speaker 211 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"New Arrival, Portable, Wireless, Waterproof, Rechargeable",312.23,3.14,6799,1150,2018-05-13,26665
https://example.com/images/wireless_electric_kettle_248.jpg,Wireless Electric Kettle 248,BlueRiver Outfitters,"The Wireless Electric Kettle 248 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"New Arrival, Wireless, Giftable, Essential, Premium",158.17,3.78,2812,1936,2025-05-15,10281
https://example.com/images/smart_external_hard_drive_445.jpg,Smart External Hard Drive 445,SilverLine Electronics,"The Smart External Hard Drive 445 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Lightweight, Rechargeable, Essential, Durable, Giftable",318.56,1.5,7168,1118,2024-05-13,16429
https://example.com/images/eco_4k_monitor_887.jpg,Eco 4K Monitor 887,BlueRiver Outfitters,"The Eco 4K Monitor 887 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Wireless, Waterproof, Ergonomic, Versatile, Giftable",129.36,2.24,4925,1443,2019-05-05,2096
https://example.com/images/smart_noise_cancelling_headphones_288.jpg,Smart Noise Cancelling Headphones 288,Maple Street Press,"The Smart Noise Cancelling Headphones 288 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Lightweight, Bestseller, Versatile, Limited Edition, Modern",61.11,4.42,5025,1705,2025-12-25,26678
https://example.com/images/professional_cookware_set_151.jpg,Professional Cookware Set 151,BrightLeaf Publishing,"The Professional Cookware Set 151 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Compact, New Arrival, Modern, Rechargeable, Ergonomic",107.1,4.75,8720,969,2021-04-28,14391
https://example.com/images/premium_cookware_set_197.jpg,Premium Cookware Set 197,BlueRiver Outfitters,"The Premium Cookware Set 197 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Compact, Bestseller, Lightweight, Limited Edition",313.15,3.9,5248,1272,2017-11-30,24632
https://example.com/images/professional_running_shoes_324.jpg,Professional Running Shoes 324,NorthPeak,"The Professional Running Shoes 324 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Essential, Portable, Waterproof, Premium, Lightweight",131.02,1.89,4862,1091,2018-11-05,24636
https://example.com/images/compact_cookbook_349.jpg,Compact Cookbook 349,Summit Gear Co.,"The Compact Cookbook 349 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Compact, Rechargeable, Ergonomic, Durable, Premium",478.64,1.35,4381,1002,2023-11-16,8253
https://example.com/images/ultra_bluetooth_speaker_495.jpg,Ultra Bluetooth Speaker 495,Horizon Tech,"The Ultra Bluetooth Speaker 495 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Durable, Giftable, Essential, Compact, Modern",791.96,3.63,5849,582,2020-02-14,4158
https://example.com/images/eco_fitness_tracker_968.jpg,Eco Fitness Tracker 968,Maple Street Press,"The Eco Fitness Tracker 968 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Wireless, Giftable, Ergonomic, Bestseller, Premium",580.21,3.77,2309,1020,2017-09-12,18494
https://example.com/images/compact_yoga_mat_777.jpg,Compact Yoga Mat 777,Summit Gear Co.,"The Compact Yoga Mat 777 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"New Arrival, Compact, Lightweight, Premium, Versatile",238.4,2.0,1843,734,2016-10-09,18495
https://example.com/images/professional_cookware_set_103.jpg,Professional Cookware Set 103,NorthPeak,"The Professional Cookware Set 103 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Premium, New Arrival, Rechargeable, Waterproof, Essential",35.19,4.19,4280,88,2021-12-20,65
https://example.com/images/smart_science_fiction_novel_980.jpg,Smart Science Fiction Novel 980,Horizon Tech,"The Smart Science Fiction Novel 980 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Wireless, Modern, Bestseller, Lightweight, Essential",351.38,4.9,3358,792,2023-09-04,6217
https://example.com/images/wireless_led_desk_lamp_550.jpg,Wireless LED Desk Lamp 550,BrightLeaf Publishing,"The Wireless LED Desk Lamp 550 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Modern, Versatile, New Arrival, Ergonomic, Durable",432.49,1.45,3095,1864,2016-01-17,18506
https://example.com/images/classic_bluetooth_speaker_122.jpg,Classic Bluetooth Speaker 122,UrbanNest,"The Classic Bluetooth Speaker 122 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Limited Edition, Durable, Premium, Versatile, Ergonomic",285.79,2.85,5460,1913,2017-03-01,22603
https://example.com/images/eco_office_chair_257.jpg,Eco Office Chair 257,Maple Street Press,"The Eco Office Chair 257 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Essential, Giftable, Portable, Compact, Modern",659.17,3.73,9259,131,2017-03-08,30796
https://example.com/images/smart_gaming_mouse_280.jpg,Smart Gaming Mouse 280,SilverLine Electronics,"The Smart Gaming Mouse 280 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Portable, Limited Edition, Versatile, Waterproof, Modern",45.58,4.68,3740,533,2021-02-17,14413
https://example.com/images/ultra_science_fiction_novel_201.jpg,Ultra Science Fiction Novel 201,BlueRiver Outfitters,"The Ultra Science Fiction Novel 201 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Portable, New Arrival, Lightweight, Modern",99.59,2.36,7961,1150,2024-08-15,14416
https://example.com/images/premium_noise_cancelling_headphones_294.jpg,Premium Noise Cancelling Headphones 294,Summit Gear Co.,"The Premium Noise Cancelling Headphones 294 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Essential, Bestseller, Wireless, Premium, Giftable",550.04,3.21,8121,1547,2023-08-30,4177
https://example.com/images/eco_bluetooth_speaker_829.jpg,Eco Bluetooth Speaker 829,Summit Gear Co.,"The Eco Bluetooth Speaker 829 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Limited Edition, Wireless, Durable, New Arrival, Compact",400.87,3.42,6566,106,2020-09-18,20566
https://example.com/images/portable_fitness_tracker_156.jpg,Portable Fitness Tracker 156,Horizon Tech,"The Portable Fitness Tracker 156 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Ergonomic, Waterproof, Limited Edition, Compact",537.03,1.22,5565,1282,2022-04-23,24664
https://example.com/images/classic_led_desk_lamp_929.jpg,Classic LED Desk Lamp 929,Horizon Tech,"The Classic LED Desk Lamp 929 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Durable, Waterproof, Ergonomic, Limited Edition, Compact",261.39,3.53,5435,603,2021-09-15,91
https://example.com/images/eco_cookware_set_669.jpg,Eco Cookware Set 669,Summit Gear Co.,"The Eco Cookware Set 669 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Durable, Wireless, Rechargeable, Portable, Compact",586.07,1.77,7590,1274,2023-05-19,16476
https://example.com/images/portable_action_camera_320.jpg,Portable Action Camera 320,NorthPeak,"The Portable Action Camera 320 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Premium, Durable, Portable, Giftable, Rechargeable",317.51,3.17,1269,920,2024-06-08,95
https://example.com/images/professional_4k_monitor_740.jpg,Professional 4K Monitor 740,BlueRiver Outfitters,"The Professional 4K Monitor 740 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Ergonomic, Compact, Versatile, Limited Edition, Giftable",408.38,2.22,4808,160,2024-09-26,2144
https://example.com/images/wireless_mechanical_keyboard_120.jpg,Wireless Mechanical Keyboard 120,NorthPeak,"The Wireless Mechanical Keyboard 120 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Waterproof, Ergonomic, Limited Edition, Essential, Modern",231.19,4.85,7003,715,2021-07-02,14432
https://example.com/images/classic_external_hard_drive_529.jpg,Classic External Hard Drive 529,Horizon Tech,"The Classic External Hard Drive 529 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Durable, Ergonomic, Compact, Giftable, Lightweight",501.9,1.33,3079,433,2018-11-24,30816
https://example.com/images/premium_4k_monitor_952.jpg,Premium 4K Monitor 952,BrightLeaf Publishing,"The Premium 4K Monitor 952 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Versatile, Durable, Premium, Rechargeable, Ergonomic",374.41,3.62,9561,1930,2022-02-10,4193
https://example.com/images/classic_backpack_405.jpg,Classic Backpack 405,SilverLine Electronics,"The Classic Backpack 405 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Rechargeable, Premium, Limited Edition, Giftable, Bestseller",188.84,2.99,5924,1635,2022-07-15,2147
https://example.com/images/smart_cookbook_530.jpg,Smart Cookbook 530,Summit Gear Co.,"The Smart Cookbook 530 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Modern, Waterproof, Bestseller, Giftable",25.59,2.28,5502,548,2018-01-12,12387
https://example.com/images/classic_science_fiction_novel_186.jpg,Classic Science Fiction Novel 186,Maple Street Press,"The Classic Science Fiction Novel 186 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Bestseller, Lightweight, Waterproof, Rechargeable, Premium",500.01,3.9,8943,946,2017-03-16,20581
https://example.com/images/advanced_graphic_t-shirt_733.jpg,Advanced Graphic T-Shirt 733,NorthPeak,"The Advanced Graphic T-Shirt 733 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Lightweight, Modern, Versatile, New Arrival, Bestseller",615.35,1.43,2661,1257,2018-09-27,14438
https://example.com/images/portable_stainless_steel_water_bottle_194.jpg,Portable Stainless Steel Water Bottle 194,BrightLeaf Publishing,"The Portable Stainless Steel Water Bottle 194 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Essential, Premium, Rechargeable, Compact, Modern",688.27,4.4,1694,1356,2022-12-12,20588
https://example.com/images/wireless_4k_monitor_107.jpg,Wireless 4K Monitor 107,UrbanNest,"The Wireless 4K Monitor 107 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Essential, New Arrival, Premium, Giftable, Wireless",518.55,1.37,2533,228,2024-11-21,30837
https://example.com/images/wireless_cookware_set_696.jpg,Wireless Cookware Set 696,Summit Gear Co.,"The Wireless Cookware Set 696 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Essential, New Arrival, Limited Edition, Giftable, Versatile",586.24,4.07,2902,663,2019-10-24,8309
https://example.com/images/wireless_mechanical_keyboard_599.jpg,Wireless Mechanical Keyboard 599,SilverLine Electronics,"The Wireless Mechanical Keyboard 599 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Rechargeable, Wireless, Lightweight, New Arrival, Bestseller",244.87,4.97,5552,580,2023-01-22,28791
https://example.com/images/ultra_stainless_steel_water_bottle_704.jpg,Ultra Stainless Steel Water Bottle 704,UrbanNest,"The Ultra Stainless Steel Water Bottle 704 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Premium, Modern, Wireless, Waterproof, Rechargeable",407.5,3.64,4541,1382,2024-01-26,12409
https://example.com/images/premium_yoga_mat_129.jpg,Premium Yoga Mat 129,SilverLine Electronics,"The Premium Yoga Mat 129 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Portable, Ergonomic, Durable, Limited Edition, Giftable",489.51,3.52,2245,1823,2021-10-21,28799
https://example.com/images/compact_fitness_tracker_805.jpg,Compact Fitness Tracker 805,BrightLeaf Publishing,"The Compact Fitness Tracker 805 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Modern, Compact, Lightweight, Wireless, Bestseller",441.14,3.07,6604,1633,2021-04-04,2175
https://example.com/images/smart_external_hard_drive_601.jpg,Smart External Hard Drive 601,SilverLine Electronics,"The Smart External Hard Drive 601 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Limited Edition, Modern, Portable, Giftable, Waterproof",95.04,4.08,1564,166,2017-01-09,24710
https://example.com/images/compact_smartphone_stand_293.jpg,Compact Smartphone Stand 293,NorthPeak,"The Compact Smartphone Stand 293 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Rechargeable, Giftable, Waterproof, Ergonomic, Essential",528.9,4.14,5161,1852,2023-11-01,30855
https://example.com/images/professional_cookbook_521.jpg,Professional Cookbook 521,UrbanNest,"The Professional Cookbook 521 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Giftable, Durable, Versatile, New Arrival, Waterproof",406.72,4.36,4718,173,2022-12-26,22663
https://example.com/images/professional_science_fiction_novel_725.jpg,Professional Science Fiction Novel 725,BrightLeaf Publishing,"The Professional Science Fiction Novel 725 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Durable, Lightweight, Versatile, New Arrival, Giftable",14.67,2.75,8376,1142,2016-04-26,24712
https://example.com/images/ultra_gaming_mouse_437.jpg,Ultra Gaming Mouse 437,BrightLeaf Publishing,"The Ultra Gaming Mouse 437 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Durable, Portable, Versatile, Compact, Waterproof",324.93,4.79,9615,361,2025-03-24,6282
https://example.com/images/ultra_bluetooth_speaker_292.jpg,Ultra Bluetooth Speaker 292,Summit Gear Co.,"The Ultra Bluetooth Speaker 292 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Versatile, Premium, Portable, Bestseller, Compact",667.59,2.68,2541,476,2016-10-01,28811
https://example.com/images/professional_backpack_535.jpg,Professional Backpack 535,Summit Gear Co.,"The Professional Backpack 535 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Bestseller, Modern, Premium, Rechargeable, Compact",549.16,1.62,6320,1421,2024-07-15,30860
https://example.com/images/classic_science_fiction_novel_155.jpg,Classic Science Fiction Novel 155,Summit Gear Co.,"The Classic Science Fiction Novel 155 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Ergonomic, Versatile, Wireless, Modern, Limited Edition",730.92,4.28,6814,447,2023-02-07,16526
https://example.com/images/compact_science_fiction_novel_698.jpg,Compact Science Fiction Novel 698,Maple Street Press,"The Compact Science Fiction Novel 698 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Wireless, Versatile, Durable, Bestseller, Rechargeable",558.98,1.2,9534,1390,2023-04-21,28816
https://example.com/images/premium_bluetooth_speaker_944.jpg,Premium Bluetooth Speaker 944,UrbanNest,"The Premium Bluetooth Speaker 944 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Compact, New Arrival, Lightweight, Modern, Bestseller",67.81,3.74,9542,847,2019-01-18,12432
https://example.com/images/professional_4k_monitor_252.jpg,Professional 4K Monitor 252,UrbanNest,"The Professional 4K Monitor 252 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Giftable, Essential, Compact, Modern",81.83,4.16,9116,1300,2016-04-29,30872
https://example.com/images/ultra_action_camera_275.jpg,Ultra Action Camera 275,Summit Gear Co.,"The Ultra Action Camera 275 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Rechargeable, Waterproof, Limited Edition, Versatile, Wireless",708.18,3.48,7840,1479,2024-04-15,8346
https://example.com/images/ultra_gaming_mouse_926.jpg,Ultra Gaming Mouse 926,NorthPeak,"The Ultra Gaming Mouse 926 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Essential, Ergonomic, Bestseller, Limited Edition, Premium",483.5,3.33,6953,1297,2020-11-14,28826
https://example.com/images/premium_external_hard_drive_495.jpg,Premium External Hard Drive 495,Horizon Tech,"The Premium External Hard Drive 495 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Versatile, Durable, Essential, Portable",613.45,4.71,6511,1435,2017-07-28,28827
https://example.com/images/portable_bluetooth_speaker_503.jpg,Portable Bluetooth Speaker 503,Horizon Tech,"The Portable Bluetooth Speaker 503 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Giftable, Compact, New Arrival, Essential, Bestseller",741.45,3.75,8679,1506,2023-02-05,26780
https://example.com/images/smart_science_fiction_novel_313.jpg,Smart Science Fiction Novel 313,BrightLeaf Publishing,"The Smart Science Fiction Novel 313 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Rechargeable, Ergonomic, Versatile, Bestseller, Waterproof",218.26,3.4,2623,901,2025-03-11,4253
