imageUrl,name,publisher,description,category,tags,price,reviewScore,reviewCount,stockQuantity,dateAdded,id,photoAuthor,photoAuthorUrl
https://example.com/images/smart_bluetooth_speaker_211.jpg,Smart Bluetooth Speaker 211,UrbanNest,"The Smart Bluetooth Speaker 211 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"New Arrival, Portable, Wireless, Waterproof, Rechargeable",312.23,3.1,6799,1150,2018-05-13,^Tk\\Xe]MmMt,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/wireless_electric_kettle_248.jpg,Wireless Electric Kettle 248,BlueRiver Outfitters,"The Wireless Electric Kettle 248 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"New Arrival, Wireless, Giftable, Essential, Premium",158.17,3.8,2812,1936,2025-05-15,D!F|'ugOCn35,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/smart_external_hard_drive_445.jpg,Smart External Hard Drive 445,SilverLine Electronics,"The Smart External Hard Drive 445 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Lightweight, Rechargeable, Essential, Durable, Giftable",318.56,1.5,7168,1118,2024-05-13,HR*6dO'k)v-S,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/eco_4k_monitor_887.jpg,Eco 4K Monitor 887,BlueRiver Outfitters,"The Eco 4K Monitor 887 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Wireless, Waterproof, Ergonomic, Versatile, Giftable",129.36,2.2,4925,1443,2019-05-05,tbxV}c968%5f,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/smart_noise_cancelling_headphones_288.jpg,Smart Noise Cancelling Headphones 288,Maple Street Press,"The Smart Noise Cancelling Headphones 288 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Lightweight, Bestseller, Versatile, Limited Edition, Modern",61.11,4.4,5025,1705,2025-12-25,B]?z(yw0IaNB,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/professional_cookware_set_151.jpg,Professional Cookware Set 151,BrightLeaf Publishing,"The Professional Cookware Set 151 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Compact, New Arrival, Modern, Rechargeable, Ergonomic",107.1,4.8,8720,969,2021-04-28,"KU,YQQnV*ZRh",Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/premium_cookware_set_197.jpg,Premium Cookware Set 197,BlueRiver Outfitters,"The Premium Cookware Set 197 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Compact, Bestseller, Lightweight, Limited Edition",313.15,3.9,5248,1272,2017-11-30,",dtK;&-mwA|E",Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/professional_running_shoes_324.jpg,Professional Running Shoes 324,NorthPeak,"The Professional Running Shoes 324 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Essential, Portable, Waterproof, Premium, Lightweight",131.02,1.9,4862,1091,2018-11-05,dVBc(wr\X/b=,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/compact_cookbook_349.jpg,Compact Cookbook 349,Summit Gear Co.,"The Compact Cookbook 349 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Compact, Rechargeable, Ergonomic, Durable, Premium",478.64,1.4,4381,1002,2023-11-16,qJFfAiG|g*k:,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/ultra_bluetooth_speaker_495.jpg,Ultra Bluetooth Speaker 495,Horizon Tech,"The Ultra Bluetooth Speaker 495 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Durable, Giftable, Essential, Compact, Modern",791.96,3.6,5849,582,2020-02-14,FIKY0iUhS|8S,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/eco_fitness_tracker_968.jpg,Eco Fitness Tracker 968,Maple Street Press,"The Eco Fitness Tracker 968 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Wireless, Giftable, Ergonomic, Bestseller, Premium",580.21,3.8,2309,1020,2017-09-12,*t5"Hfo\{Mo=,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/compact_yoga_mat_777.jpg,Compact Yoga Mat 777,Summit Gear Co.,"The Compact Yoga Mat 777 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"New Arrival, Compact, Lightweight, Premium, Versatile",238.4,2.0,1843,734,2016-10-09,SWr-T3bgb<81,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/professional_cookware_set_103.jpg,Professional Cookware Set 103,NorthPeak,"The Professional Cookware Set 103 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Premium, New Arrival, Rechargeable, Waterproof, Essential",35.19,4.2,4280,88,2021-12-20,}ex-_Gc|xV3_,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/smart_science_fiction_novel_980.jpg,Smart Science Fiction Novel 980,Horizon Tech,"The Smart Science Fiction Novel 980 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Wireless, Modern, Bestseller, Lightweight, Essential",351.38,4.9,3358,792,2023-09-04,QoT?JgD)dE?M,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/wireless_led_desk_lamp_550.jpg,Wireless LED Desk Lamp 550,BrightLeaf Publishing,"The Wireless LED Desk Lamp 550 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Modern, Versatile, New Arrival, Ergonomic, Durable",432.49,1.5,3095,1864,2016-01-17,7-R0PovJA[v\,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/classic_bluetooth_speaker_122.jpg,Classic Bluetooth Speaker 122,UrbanNest,"The Classic Bluetooth Speaker 122 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Limited Edition, Durable, Premium, Versatile, Ergonomic",285.79,2.9,5460,1913,2017-03-01,wlTe@bp4@Rk},Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/eco_office_chair_257.jpg,Eco Office Chair 257,Maple Street Press,"The Eco Office Chair 257 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Essential, Giftable, Portable, Compact, Modern",659.17,3.7,9259,131,2017-03-08,(#OHENfM-T2.,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/smart_gaming_mouse_280.jpg,Smart Gaming Mouse 280,SilverLine Electronics,"The Smart Gaming Mouse 280 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Portable, Limited Edition, Versatile, Waterproof, Modern",45.58,4.7,3740,533,2021-02-17,/%@J8X#Twx|Q,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/ultra_science_fiction_novel_201.jpg,Ultra Science Fiction Novel 201,BlueRiver Outfitters,"The Ultra Science Fiction Novel 201 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Portable, New Arrival, Lightweight, Modern",99.59,2.4,7961,1150,2024-08-15,xwyslwCiMiQZ,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/premium_noise_cancelling_headphones_294.jpg,Premium Noise Cancelling Headphones 294,Summit Gear Co.,"The Premium Noise Cancelling Headphones 294 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Essential, Bestseller, Wireless, Premium, Giftable",550.04,3.2,8121,1547,2023-08-30,V}.6SaVFRX)n,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/eco_bluetooth_speaker_829.jpg,Eco Bluetooth Speaker 829,Summit Gear Co.,"The Eco Bluetooth Speaker 829 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Limited Edition, Wireless, Durable, New Arrival, Compact",400.87,3.4,6566,106,2020-09-18,8?!4""Ar%Y3v,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/portable_fitness_tracker_156.jpg,Portable Fitness Tracker 156,Horizon Tech,"The Portable Fitness Tracker 156 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Ergonomic, Waterproof, Limited Edition, Compact",537.03,1.2,5565,1282,2022-04-23,mq7[[qCzu$-$,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/classic_led_desk_lamp_929.jpg,Classic LED Desk Lamp 929,Horizon Tech,"The Classic LED Desk Lamp 929 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Durable, Waterproof, Ergonomic, Limited Edition, Compact",261.39,3.5,5435,603,2021-09-15,LH84?k"S/3F?,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/eco_cookware_set_669.jpg,Eco Cookware Set 669,Summit Gear Co.,"The Eco Cookware Set 669 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Durable, Wireless, Rechargeable, Portable, Compact",586.07,1.8,7590,1274,2023-05-19,&OTlf.YZG5zA,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/portable_action_camera_320.jpg,Portable Action Camera 320,NorthPeak,"The Portable Action Camera 320 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Premium, Durable, Portable, Giftable, Rechargeable",317.51,3.2,1269,920,2024-06-08,f59HbhT&Zo0H,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/professional_4k_monitor_740.jpg,Professional 4K Monitor 740,BlueRiver Outfitters,"The Professional 4K Monitor 740 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Ergonomic, Compact, Versatile, Limited Edition, Giftable",408.38,2.2,4808,160,2024-09-26,"3`O`#A""V,0_)",Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/wireless_mechanical_keyboard_120.jpg,Wireless Mechanical Keyboard 120,NorthPeak,"The Wireless Mechanical Keyboard 120 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Waterproof, Ergonomic, Limited Edition, Essential, Modern",231.19,4.9,7003,715,2021-07-02,"9Bb?]w""A?y5,",Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/classic_external_hard_drive_529.jpg,Classic External Hard Drive 529,Horizon Tech,"The Classic External Hard Drive 529 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Durable, Ergonomic, Compact, Giftable, Lightweight",501.9,1.3,3079,433,2018-11-24,[/;hwa^y52H@,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/premium_4k_monitor_952.jpg,Premium 4K Monitor 952,BrightLeaf Publishing,"The Premium 4K Monitor 952 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Versatile, Durable, Premium, Rechargeable, Ergonomic",374.41,3.6,9561,1930,2022-02-10,&6_qUuqe*u}O,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/classic_backpack_405.jpg,Classic Backpack 405,SilverLine Electronics,"The Classic Backpack 405 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Rechargeable, Premium, Limited Edition, Giftable, Bestseller",188.84,3.0,5924,1635,2022-07-15,u-'!GGK|?AU(,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/smart_cookbook_530.jpg,Smart Cookbook 530,Summit Gear Co.,"The Smart Cookbook 530 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Modern, Waterproof, Bestseller, Giftable",25.59,2.3,5502,548,2018-01-12,i$}pb<T0vAPU,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/classic_science_fiction_novel_186.jpg,Classic Science Fiction Novel 186,Maple Street Press,"The Classic Science Fiction Novel 186 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Bestseller, Lightweight, Waterproof, Rechargeable, Premium",500.01,3.9,8943,946,2017-03-16,|*nlb`]/qK[>,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/advanced_graphic_t-shirt_733.jpg,Advanced Graphic T-Shirt 733,NorthPeak,"The Advanced Graphic T-Shirt 733 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Lightweight, Modern, Versatile, New Arrival, Bestseller",615.35,1.4,2661,1257,2018-09-27,5TN=yn8Rw7]y,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/portable_stainless_steel_water_bottle_194.jpg,Portable Stainless Steel Water Bottle 194,BrightLeaf Publishing,"The Portable Stainless Steel Water Bottle 194 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Essential, Premium, Rechargeable, Compact, Modern",688.27,4.4,1694,1356,2022-12-12,so5L#1<nWp7{,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/wireless_4k_monitor_107.jpg,Wireless 4K Monitor 107,UrbanNest,"The Wireless 4K Monitor 107 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Essential, New Arrival, Premium, Giftable, Wireless",518.55,1.4,2533,228,2024-11-21,]rh.pu798gdM,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/wireless_cookware_set_696.jpg,Wireless Cookware Set 696,Summit Gear Co.,"The Wireless Cookware Set 696 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Essential, New Arrival, Limited Edition, Giftable, Versatile",586.24,4.1,2902,663,2019-10-24,am21TN61|$D[,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
https://example.com/images/wireless_mechanical_keyboard_599.jpg,Wireless Mechanical Keyboard 599,SilverLine Electronics,"The Wireless Mechanical Keyboard 599 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Rechargeable, Wireless, Lightweight, New Arrival, Bestseller",244.87,5.0,5552,580,2023-01-22,Uv?5G$V`_u)@,Kalen Emsley,https://unsplash.com/@kalenemsley?utm_source=sse554_capstone&utm_medium=referral
