image_url,name,publisher,description,category,tags,price,review_score,review_count,stock_quantity,date_added
https://example.com/images/product_32.jpg,Yoga Mat Pro,ZenithLabs,Yoga Mat Pro by ZenithLabs. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"eco-friendly, compact, lightweight, ergonomic",292.81,2.6,6001,699,2026-01-27 01:16:47
https://example.com/images/product_33.jpg,Digital Kitchen Scale,TechNova,Digital Kitchen Scale by TechNova. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"fast-charging, budget, premium, eco-friendly",583.24,4.3,9589,632,2024-09-19 01:16:47
https://example.com/images/product_34.jpg,Noise Cancelling Earbuds,EcoWare,Noise Cancelling Earbuds by EcoWare. High-quality home & kitchen product designed for everyday use and long-term durability.,Home & Kitchen,"new-arrival, wireless, premium, waterproof",583.54,3.3,9868,457,2025-10-10 01:16:47
https://example.com/images/product_35.jpg,USB-C Hub Adapter,FitZone,USB-C Hub Adapter by FitZone. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"wireless, multi-use, waterproof, fast-charging",337.91,4.3,195,956,2025-10-15 01:16:47
https://example.com/images/product_36.jpg,Tablet Stand Adjustable,UrbanGear,Tablet Stand Adjustable by UrbanGear. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"bestseller, fast-charging, compact, smart",254.22,2.9,8267,274,2024-09-22 01:16:47
https://example.com/images/product_37.jpg,Smart LED Light Bulb,PrimeHouse,Smart LED Light Bulb by PrimeHouse. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"bestseller, new-arrival, budget, smart",528.75,3.8,3612,541,2024-05-27 01:16:47
https://example.com/images/product_38.jpg,Smart Fitness Watch,PureLiving,Smart Fitness Watch by PureLiving. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"ergonomic, multi-use, fast-charging, wireless",229.26,3.6,8378,172,2025-01-14 01:16:47
https://example.com/images/product_39.jpg,Fitness Resistance Bands,NovaStyle,Fitness Resistance Bands by NovaStyle. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"eco-friendly, fast-charging, smart, lightweight",299.5,3.2,5129,383,2025-05-28 01:16:47
https://example.com/images/product_40.jpg,Portable Blender,PureLiving,Portable Blender by PureLiving. High-quality travel product designed for everyday use and long-term durability.,Travel,"fast-charging, waterproof, wireless, budget",457.59,4.9,14080,933,2026-01-19 01:16:47
https://example.com/images/product_41.jpg,Aromatherapy Diffuser,TechNova,Aromatherapy Diffuser by TechNova. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"durable, portable, lightweight, bestseller",485.38,3.5,11000,281,2025-12-24 01:16:47
https://example.com/images/product_42.jpg,Bluetooth Car Adapter,BrightTech,Bluetooth Car Adapter by BrightTech. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"lightweight, wireless, budget, eco-friendly",459.21,2.6,9079,285,2025-10-19 01:16:47
https://example.com/images/product_43.jpg,Portable Phone Charger,PrimeHouse,Portable Phone Charger by PrimeHouse. High-quality travel product designed for everyday use and long-term durability.,Travel,"smart, eco-friendly, durable, compact",270.55,4.1,14593,788,2024-07-27 01:16:47
https://example.com/images/product_44.jpg,Tablet Stand Adjustable,GreenLife,Tablet Stand Adjustable by GreenLife. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"wireless, durable, ergonomic, lightweight",375.67,3.6,402,41,2025-06-21 01:16:47
https://example.com/images/product_45.jpg,Gaming Mouse RGB,HomeEase,Gaming Mouse RGB by HomeEase. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"new-arrival, multi-use, fast-charging, portable",562.01,3.1,5816,805,2025-05-27 01:16:47
https://example.com/images/product_46.jpg,Bluetooth Car Adapter,EcoWare,Bluetooth Car Adapter by EcoWare. High-quality travel product designed for everyday use and long-term durability.,Travel,"lightweight, ergonomic, budget, wireless",274.79,3.7,5194,293,2024-11-28 01:16:47
https://example.com/images/product_47.jpg,Cordless Vacuum Cleaner,PureLiving,Cordless Vacuum Cleaner by PureLiving. High-quality home & kitchen product designed for everyday use and long-term durability.,Home & Kitchen,"multi-use, ergonomic, premium, compact",137.73,4.9,6846,595,2025-03-27 01:16:47
https://example.com/images/product_48.jpg,Wireless Bluetooth Headphones,ZenithLabs,Wireless Bluetooth Headphones by ZenithLabs. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"premium, new-arrival, compact, budget",592.65,4.0,13693,434,2025-01-27 01:16:47
https://example.com/images/product_49.jpg,Organic Green Tea Pack,NextGen,Organic Green Tea Pack by NextGen. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"durable, multi-use, waterproof, eco-friendly",423.03,4.9,13372,627,2024-09-25 01:16:47
https://example.com/images/product_50.jpg,Yoga Mat Pro,FitZone,Yoga Mat Pro by FitZone. High-quality electronics product designed for everyday use and long-term durability.,Electronics,"new-arrival, premium, portable, budget",111.15,4.2,7953,827,2024-03-30 01:16:47
https://example.com/images/product_51.jpg,4K Action Camera,NovaStyle,4K Action Camera by NovaStyle. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"premium, multi-use, waterproof, new-arrival",178.43,3.9,2584,564,2025-02-05 01:16:47
https://example.com/images/product_52.jpg,Running Shoes,ActiveCore,Running Shoes by ActiveCore. High-quality electronics product designed for everyday use and long-term durability.,Electronics,"ergonomic, smart, bestseller, multi-use",260.62,2.7,14600,229,2024-11-15 01:16:47
https://example.com/images/product_53.jpg,Stainless Steel Water Bottle,PureLiving,Stainless Steel Water Bottle by PureLiving. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"premium, budget, bestseller, wireless",315.53,2.9,5983,135,2025-09-13 01:16:47
https://example.com/images/product_54.jpg,Yoga Mat Pro,BrightTech,Yoga Mat Pro by BrightTech. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"multi-use, eco-friendly, lightweight, budget",164.91,4.7,8247,383,2026-02-09 01:16:47
https://example.com/images/product_55.jpg,Tablet Stand Adjustable,GadgetPro,Tablet Stand Adjustable by GadgetPro. High-quality travel product designed for everyday use and long-term durability.,Travel,"durable, budget, eco-friendly, wireless",511.61,3.2,12009,979,2025-04-30 01:16:47
https://example.com/images/product_56.jpg,USB-C Hub Adapter,PrimeHouse,USB-C Hub Adapter by PrimeHouse. High-quality travel product designed for everyday use and long-term durability.,Travel,"smart, lightweight, new-arrival, waterproof",501.17,3.5,13676,481,2025-08-19 01:16:47
https://example.com/images/product_57.jpg,Tablet Stand Adjustable,TechNova,Tablet Stand Adjustable by TechNova. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"multi-use, budget, portable, waterproof",114.55,2.7,3855,894,2024-09-24 01:16:47
https://example.com/images/product_58.jpg,Laptop Backpack,CoreMax,Laptop Backpack by CoreMax. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"premium, new-arrival, ergonomic, portable",420.49,3.5,1552,768,2024-10-31 01:16:47
https://example.com/images/product_59.jpg,Gaming Mouse RGB,TechNova,Gaming Mouse RGB by TechNova. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"smart, eco-friendly, wireless, multi-use",535.74,3.5,3043,231,2025-03-05 01:16:47
https://example.com/images/product_60.jpg,Smart Fitness Watch,CoreMax,Smart Fitness Watch by CoreMax. High-quality home & kitchen product designed for everyday use and long-term durability.,Home & Kitchen,"wireless, lightweight, bestseller, new-arrival",320.97,3.7,14176,663,2024-11-12 01:16:47
https://example.com/images/product_61.jpg,Gaming Mouse RGB,PureLiving,Gaming Mouse RGB by PureLiving. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"smart, compact, eco-friendly, new-arrival",438.83,2.6,5082,23,2025-02-02 01:16:47
https://example.com/images/product_62.jpg,Mechanical Keyboard,ZenithLabs,Mechanical Keyboard by ZenithLabs. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"budget, durable, multi-use, waterproof",578.96,4.6,3094,119,2025-01-05 01:16:47
https://example.com/images/product_63.jpg,Aromatherapy Diffuser,NovaStyle,Aromatherapy Diffuser by NovaStyle. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"durable, ergonomic, smart, premium",523.08,3.7,12131,604,2024-10-17 01:16:47
https://example.com/images/product_64.jpg,Smart Home Speaker,GreenLife,Smart Home Speaker by GreenLife. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"bestseller, portable, lightweight, durable",261.49,3.3,8034,971,2025-12-08 01:16:47
https://example.com/images/product_65.jpg,Electric Toothbrush,BrightTech,Electric Toothbrush by BrightTech. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"fast-charging, lightweight, wireless, premium",231.54,4.3,8131,434,2025-03-10 01:16:47
https://example.com/images/product_66.jpg,Portable Phone Charger,HomeEase,Portable Phone Charger by HomeEase. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"premium, ergonomic, budget, waterproof",403.82,4.4,980,975,2025-09-19 01:16:47
https://example.com/images/product_67.jpg,Tablet Stand Adjustable,HomeEase,Tablet Stand Adjustable by HomeEase. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"fast-charging, budget, ergonomic, new-arrival",519.67,3.5,2729,38,2025-01-04 01:16:47
https://example.com/images/product_68.jpg,4K Action Camera,EcoWare,4K Action Camera by EcoWare. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"fast-charging, waterproof, durable, multi-use",568.36,4.6,12611,197,2025-02-27 01:16:47
https://example.com/images/product_69.jpg,Aromatherapy Diffuser,GadgetPro,Aromatherapy Diffuser by GadgetPro. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"waterproof, multi-use, compact, budget",23.77,2.8,14494,455,2024-09-11 01:16:47
https://example.com/images/product_70.jpg,Ergonomic Office Chair,FitZone,Ergonomic Office Chair by FitZone. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"compact, portable, fast-charging, bestseller",96.33,2.7,6112,701,2025-10-14 01:16:47
https://example.com/images/product_71.jpg,Tablet Stand Adjustable,BrightTech,Tablet Stand Adjustable by BrightTech. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"budget, ergonomic, compact, fast-charging",288.43,4.2,4438,183,2024-03-11 01:16:47
https://example.com/images/product_72.jpg,Portable Phone Charger,FitZone,Portable Phone Charger by FitZone. High-quality travel product designed for everyday use and long-term durability.,Travel,"waterproof, new-arrival, multi-use, ergonomic",106.45,3.2,4166,180,2026-01-24 01:16:47
https://example.com/images/product_73.jpg,Running Shoes,GadgetPro,Running Shoes by GadgetPro. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"new-arrival, smart, budget, fast-charging",89.82,2.9,14386,110,2024-03-10 01:16:47
https://example.com/images/product_74.jpg,Organic Green Tea Pack,GreenLife,Organic Green Tea Pack by GreenLife. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"waterproof, budget, wireless, premium",348.64,3.3,1933,697,2025-11-15 01:16:47
https://example.com/images/product_75.jpg,Aromatherapy Diffuser,NextGen,Aromatherapy Diffuser by NextGen. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"wireless, smart, compact, bestseller",295.71,4.0,4508,888,2024-03-18 01:16:47
https://example.com/images/product_76.jpg,Running Shoes,GreenLife,Running Shoes by GreenLife. High-quality electronics product designed for everyday use and long-term durability.,Electronics,"lightweight, wireless, eco-friendly, multi-use",127.18,2.7,536,94,2025-10-27 01:16:47
https://example.com/images/product_77.jpg,Smart Home Speaker,GreenLife,Smart Home Speaker by GreenLife. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"ergonomic, eco-friendly, multi-use, fast-charging",258.25,4.3,11317,776,2025-06-05 01:16:47
https://example.com/images/product_78.jpg,Running Shoes,NextGen,Running Shoes by NextGen. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"eco-friendly, premium, multi-use, compact",225.42,4.5,6322,422,2024-06-25 01:16:47
https://example.com/images/product_79.jpg,Smart LED Light Bulb,PrimeHouse,Smart LED Light Bulb by PrimeHouse. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"smart, new-arrival, durable, lightweight",182.7,3.1,4099,404,2024-07-09 01:16:47
https://example.com/images/product_80.jpg,LED Desk Lamp,ActiveCore,LED Desk Lamp by ActiveCore. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"bestseller, budget, compact, durable",469.16,4.5,6759,608,2024-04-18 01:16:47
https://example.com/images/product_81.jpg,Travel Duffel Bag,PureLiving,Travel Duffel Bag by PureLiving. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"budget, bestseller, compact, wireless",451.06,3.3,14701,847,2024-03-22 01:16:47
https://example.com/images/product_82.jpg,Mechanical Keyboard,CoreMax,Mechanical Keyboard by CoreMax. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"ergonomic, premium, eco-friendly, smart",546.0,4.5,8861,619,2025-02-28 01:16:47
https://example.com/images/product_83.jpg,Smart LED Light Bulb,EcoWare,Smart LED Light Bulb by EcoWare. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"fast-charging, premium, durable, lightweight",94.01,2.5,6810,239,2025-11-11 01:16:47
https://example.com/images/product_84.jpg,Stainless Steel Water Bottle,BrightTech,Stainless Steel Water Bottle by BrightTech. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"waterproof, fast-charging, durable, wireless",122.89,2.5,1807,833,2024-08-07 01:16:47
https://example.com/images/product_85.jpg,Ergonomic Office Chair,PureLiving,Ergonomic Office Chair by PureLiving. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"bestseller, waterproof, portable, ergonomic",125.48,4.5,8784,478,2025-05-26 01:16:47
https://example.com/images/product_86.jpg,Wireless Bluetooth Headphones,GadgetPro,Wireless Bluetooth Headphones by GadgetPro. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"multi-use, premium, bestseller, new-arrival",137.15,3.9,12905,583,2024-04-25 01:16:47
https://example.com/images/product_87.jpg,Ergonomic Office Chair,PrimeHouse,Ergonomic Office Chair by PrimeHouse. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"waterproof, eco-friendly, portable, smart",19.43,3.6,5613,106,2024-11-23 01:16:47
https://example.com/images/product_88.jpg,Fitness Resistance Bands,FitZone,Fitness Resistance Bands by FitZone. High-quality sports & outdoors product designed for everyday use and long-term durability.,Sports & Outdoors,"budget, ergonomic, portable, compact",520.4,3.6,3711,435,2025-07-25 01:16:47
https://example.com/images/product_89.jpg,Portable Blender,BrightTech,Portable Blender by BrightTech. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"premium, compact, lightweight, eco-friendly",595.36,4.3,1500,898,2025-04-04 01:16:47
https://example.com/images/product_90.jpg,Wireless Charging Pad,UrbanGear,Wireless Charging Pad by UrbanGear. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"eco-friendly, bestseller, lightweight, multi-use",291.18,2.8,6156,578,2026-01-19 01:16:47
https://example.com/images/product_91.jpg,Noise Cancelling Earbuds,UrbanGear,Noise Cancelling Earbuds by UrbanGear. High-quality travel product designed for everyday use and long-term durability.,Travel,"multi-use, compact, fast-charging, bestseller",224.32,3.7,7644,739,2024-11-19 01:16:47
https://example.com/images/product_92.jpg,Smart Fitness Watch,PureLiving,Smart Fitness Watch by PureLiving. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"durable, multi-use, ergonomic, bestseller",546.16,4.3,7163,217,2025-08-25 01:16:47
https://example.com/images/product_93.jpg,Mechanical Keyboard,BrightTech,Mechanical Keyboard by BrightTech. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"eco-friendly, ergonomic, new-arrival, budget",24.76,2.9,7798,737,2025-09-26 01:16:47
https://example.com/images/product_94.jpg,Stainless Steel Water Bottle,ActiveCore,Stainless Steel Water Bottle by ActiveCore. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"fast-charging, durable, compact, waterproof",230.59,2.9,3928,460,2025-05-26 01:16:47
https://example.com/images/product_95.jpg,HD Webcam,FitZone,HD Webcam by FitZone. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"smart, wireless, waterproof, compact",321.96,3.4,5564,252,2024-05-07 01:16:47
https://example.com/images/product_96.jpg,Organic Green Tea Pack,UrbanGear,Organic Green Tea Pack by UrbanGear. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"fast-charging, multi-use, durable, wireless",595.51,4.9,2911,329,2024-11-18 01:16:47
https://example.com/images/product_97.jpg,Bluetooth Car Adapter,BrightTech,Bluetooth Car Adapter by BrightTech. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"ergonomic, lightweight, new-arrival, portable",71.96,3.1,2877,526,2025-08-23 01:16:47
https://example.com/images/product_98.jpg,Wireless Charging Pad,GadgetPro,Wireless Charging Pad by GadgetPro. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"smart, budget, durable, waterproof",584.71,3.3,9231,660,2025-03-12 01:16:47
https://example.com/images/product_99.jpg,Wireless Bluetooth Headphones,BrightTech,Wireless Bluetooth Headphones by BrightTech. High-quality electronics product designed for everyday use and long-term durability.,Electronics,"compact, bestseller, ergonomic, durable",278.22,3.4,2555,169,2025-04-09 01:16:47
https://example.com/images/product_100.jpg,Smart Fitness Watch,FitZone,Smart Fitness Watch by FitZone. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"portable, eco-friendly, wireless, durable",57.29,3.5,6080,756,2024-12-28 01:16:47
https://example.com/images/product_101.jpg,Wireless Bluetooth Headphones,NextGen,Wireless Bluetooth Headphones by NextGen. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"portable, budget, bestseller, waterproof",590.96,4.6,13950,360,2026-02-08 01:16:47
https://example.com/images/product_102.jpg,Stainless Steel Water Bottle,HomeEase,Stainless Steel Water Bottle by HomeEase. High-quality health & personal care product designed for everyday use and long-term durability.,Health & Personal Care,"new-arrival, durable, compact, fast-charging",476.68,4.9,4045,995,2025-07-31 01:16:47
https://example.com/images/product_103.jpg,Running Shoes,UrbanGear,Running Shoes by UrbanGear. High-quality fitness product designed for everyday use and long-term durability.,Fitness,"durable, fast-charging, multi-use, ergonomic",48.51,3.1,1070,170,2025-06-12 01:16:47
https://example.com/images/product_104.jpg,Wireless Charging Pad,UrbanGear,Wireless Charging Pad by UrbanGear. High-quality office supplies product designed for everyday use and long-term durability.,Office Supplies,"lightweight, new-arrival, ergonomic, wireless",168.68,3.9,13655,518,2026-02-07 01:16:47
https://example.com/images/product_105.jpg,Portable Blender,TechNova,Portable Blender by TechNova. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"portable, wireless, bestseller, new-arrival",201.88,3.0,4768,280,2025-11-05 01:16:47
https://example.com/images/product_106.jpg,Portable Blender,CoreMax,Portable Blender by CoreMax. High-quality accessories product designed for everyday use and long-term durability.,Accessories,"compact, bestseller, new-arrival, multi-use",314.87,4.9,9885,587,2026-01-21 01:16:47
https://example.com/images/product_107.jpg,Wireless Charging Pad,PureLiving,Wireless Charging Pad by PureLiving. High-quality smart home product designed for everyday use and long-term durability.,Smart Home,"bestseller, compact, wireless, durable",437.57,3.6,10154,749,2024-06-10 01:16:47
https://example.com/images/product_108.jpg,Portable Phone Charger,PrimeHouse,Portable Phone Charger by PrimeHouse. High-quality travel product designed for everyday use and long-term durability.,Travel,"durable, compact, eco-friendly, premium",453.99,3.4,1011,864,2024-09-10 01:16:47
https://example.com/images/product_109.jpg,Fitness Resistance Bands,CoreMax,Fitness Resistance Bands by CoreMax. High-quality travel product designed for everyday use and long-term durability.,Travel,"ergonomic, fast-charging, wireless, portable",149.74,3.5,11439,448,2025-07-14 01:16:47
